Temperature_LivingRoom,Humidity_LivingRoom,Temperature_Kitchen,Humidity_Kitchen,Temperature_Bedroom,Humidity_Bedroom,Outdoor_Temperature,Outdoor_Humidity,Windspeed,Light_Intensity,Energy_Consumption,Timestamp
48.28,93.16,68.24,62.52,35.37,31.21,28.29,95.82,65.05,59.42,341.27,2005-05-31 09:00:00
32.03,35.38,27.91,15.67,92.0,58.24,73.32,47.52,5.7,46.99,307.6,2005-05-31 10:00:00
4.23,94.62,34.29,15.4,22.7,91.12,20.72,13.3,61.73,9.42,254.78,2005-05-31 11:00:00
47.2,67.85,14.03,77.9,42.88,71.17,25.35,43.69,47.64,29.57,302.36,2005-05-31 12:00:00
79.11,17.76,66.32,93.24,83.77,76.41,14.28,75.89,37.46,10.34,356.11,2005-05-31 13:00:00
69.78,6.6,38.13,85.98,68.66,51.73,88.25,74.95,46.98,74.71,395.72,2005-05-31 14:00:00
88.32,14.37,20.02,72.59,17.03,16.65,65.62,53.55,75.68,31.89,256.12,2005-05-31 15:00:00
60.85,89.67,90.35,65.31,2.33,52.84,6.81,98.98,99.7,11.6,336.05,2005-05-31 16:00:00
45.62,86.12,11.61,55.23,19.97,48.57,20.23,53.03,41.16,39.39,243.84,2005-05-31 17:00:00
16.04,65.98,7.03,93.39,5.9,41.15,28.68,55.17,2.49,43.9,231.63,2005-05-31 18:00:00
75.37,80.72,93.43,10.84,55.41,40.14,64.74,83.19,59.95,22.9,351.66,2005-05-31 19:00:00
32.13,89.26,67.15,59.6,13.92,34.13,32.31,2.59,92.94,33.16,283.49,2005-05-31 20:00:00
10.27,49.4,44.87,85.0,79.98,78.16,93.23,37.45,58.95,66.95,425.94,2005-05-31 21:00:00
47.22,24.39,89.9,90.07,76.77,34.61,0.28,49.12,52.46,48.8,338.47,2005-05-31 22:00:00
9.65,78.79,53.21,22.18,95.65,30.21,38.19,40.14,40.14,64.27,335.35,2005-05-31 23:00:00
28.39,90.34,57.28,87.99,91.74,76.87,24.37,32.97,22.92,45.69,374.83,2005-06-01 00:00:00
51.1,33.86,87.24,39.56,70.43,83.39,16.1,71.49,15.97,76.38,357.9,2005-06-01 01:00:00
56.74,51.42,53.01,40.15,4.96,55.27,2.25,91.27,24.91,64.89,238.65,2005-06-01 02:00:00
56.03,61.67,32.43,44.95,74.9,39.12,28.48,3.11,47.6,69.46,284.24,2005-06-01 03:00:00
28.88,86.57,11.58,37.33,73.96,96.95,37.78,74.13,69.2,93.68,395.01,2005-06-01 04:00:00
50.11,59.0,16.22,26.66,63.29,56.01,44.56,70.05,24.49,69.92,293.98,2005-06-01 05:00:00
18.79,49.47,11.35,51.72,82.13,48.37,32.79,13.8,35.88,85.68,303.59,2005-06-01 06:00:00
39.11,18.49,88.85,92.8,95.4,51.87,56.22,30.35,33.69,51.52,423.27,2005-06-01 07:00:00
16.18,96.23,68.5,4.67,25.83,30.01,1.03,98.43,27.97,5.16,211.72,2005-06-01 08:00:00
87.62,11.05,45.58,36.46,7.8,3.26,26.88,35.97,74.66,72.43,210.24,2005-06-01 09:00:00
46.43,21.02,84.22,64.92,34.88,87.09,81.81,0.06,86.89,52.94,403.65,2005-06-01 10:00:00
92.44,77.07,14.63,34.12,31.17,70.29,53.85,27.05,76.16,65.39,319.4,2005-06-01 11:00:00
79.32,74.7,61.36,16.6,19.46,78.73,85.61,50.22,98.71,29.52,366.34,2005-06-01 12:00:00
73.17,66.97,74.65,41.59,24.43,40.49,18.97,11.18,68.43,98.58,283.13,2005-06-01 13:00:00
66.69,13.44,52.14,60.41,73.56,77.54,19.77,32.73,54.34,0.46,302.98,2005-06-01 14:00:00
19.84,95.7,35.73,74.56,47.23,99.91,90.15,28.66,80.26,55.23,451.13,2005-06-01 15:00:00
30.56,51.53,33.34,18.08,46.76,42.49,31.48,61.89,12.83,97.33,266.19,2005-06-01 16:00:00
21.21,61.27,40.18,0.98,21.25,55.12,34.91,83.64,67.3,15.66,259.98,2005-06-01 17:00:00
93.52,24.14,6.07,48.61,43.78,49.11,7.23,29.68,92.18,79.58,257.58,2005-06-01 18:00:00
14.77,28.82,74.71,85.79,14.03,59.66,43.9,48.58,79.29,59.32,346.22,2005-06-01 19:00:00
55.71,38.02,32.29,72.94,91.49,2.55,47.61,56.7,28.37,8.81,283.45,2005-06-01 20:00:00
16.84,70.71,21.86,39.76,1.58,17.02,81.64,52.65,9.78,8.29,221.32,2005-06-01 21:00:00
92.08,37.16,76.67,43.67,12.39,52.53,9.93,86.31,4.93,70.0,267.98,2005-06-01 22:00:00
97.75,88.58,90.64,25.56,46.76,23.15,68.85,65.55,29.64,40.96,356.35,2005-06-01 23:00:00
38.04,69.76,1.88,92.53,14.12,31.51,4.7,43.92,73.75,78.44,257.88,2005-06-02 00:00:00
36.18,38.2,33.97,21.98,71.45,89.36,40.66,72.04,48.9,12.83,301.45,2005-06-02 01:00:00
51.18,26.71,66.92,44.92,67.72,48.13,76.12,99.72,86.03,70.72,415.1,2005-06-02 02:00:00
24.54,56.97,63.34,73.24,19.37,51.69,46.25,26.27,53.9,90.91,346.61,2005-06-02 03:00:00
76.91,55.79,72.97,78.89,72.3,86.06,77.7,82.78,51.91,50.3,462.84,2005-06-02 04:00:00
35.82,49.32,69.71,31.11,22.32,88.1,2.73,93.47,85.05,65.87,344.4,2005-06-02 05:00:00
75.97,59.98,57.3,64.88,0.54,83.45,81.63,48.64,23.69,33.43,342.6,2005-06-02 06:00:00
42.71,15.9,60.81,15.18,68.33,56.39,83.58,39.81,90.59,65.3,362.49,2005-06-02 07:00:00
0.08,43.74,96.7,96.07,57.16,66.21,23.67,32.13,39.55,41.36,379.19,2005-06-02 08:00:00
70.69,7.61,4.58,52.06,57.85,38.75,74.69,16.84,99.09,35.05,284.56,2005-06-02 09:00:00
33.16,39.33,83.67,22.03,45.63,26.59,4.24,36.72,7.6,97.03,240.66,2005-06-02 10:00:00
14.08,98.44,46.01,16.58,26.57,38.7,67.84,71.36,21.82,19.74,286.85,2005-06-02 11:00:00
91.33,45.21,35.9,62.61,54.89,89.44,15.85,45.15,19.95,10.66,301.07,2005-06-02 12:00:00
28.83,6.76,60.26,85.15,30.22,63.29,12.98,23.48,67.59,91.94,296.88,2005-06-02 13:00:00
1.9,64.27,70.46,59.75,42.75,98.8,27.28,46.64,67.37,0.01,363.54,2005-06-02 14:00:00
36.12,39.3,1.06,2.62,98.86,10.9,23.62,13.86,51.37,73.6,224.19,2005-06-02 15:00:00
7.7,58.6,35.3,49.06,26.6,86.37,45.24,16.05,79.18,75.18,349.88,2005-06-02 16:00:00
48.49,72.17,60.21,16.48,99.93,77.24,66.64,83.11,92.81,57.78,424.41,2005-06-02 17:00:00
58.84,2.35,41.49,50.87,23.42,35.95,36.63,36.78,95.58,58.75,272.68,2005-06-02 18:00:00
31.39,30.47,84.69,64.17,85.1,64.37,91.47,40.22,84.25,17.59,431.01,2005-06-02 19:00:00
66.95,36.38,52.5,73.65,56.45,73.0,3.66,39.97,95.42,76.17,346.11,2005-06-02 20:00:00
48.31,70.86,2.7,29.26,90.31,49.64,95.26,26.5,83.44,1.96,338.94,2005-06-02 21:00:00
0.39,13.68,26.15,4.26,21.14,87.3,91.54,11.84,31.54,60.98,274.99,2005-06-02 22:00:00
66.09,2.78,91.21,42.71,44.12,8.55,52.51,58.75,45.71,88.77,306.13,2005-06-02 23:00:00
10.88,18.47,37.52,60.92,42.4,85.09,21.26,23.98,89.16,46.81,307.49,2005-06-03 00:00:00
65.21,37.57,37.53,14.48,88.73,82.64,53.59,3.89,22.5,19.14,299.57,2005-06-03 01:00:00
53.69,15.78,43.27,19.47,28.62,30.14,22.74,26.31,15.42,77.32,172.02,2005-06-03 02:00:00
97.27,78.19,36.65,75.64,6.29,35.37,39.69,1.28,95.01,46.45,284.39,2005-06-03 03:00:00
98.79,27.91,97.89,61.32,41.62,83.25,54.17,82.68,50.58,41.86,400.79,2005-06-03 04:00:00
60.82,75.64,4.71,40.3,16.88,94.98,97.2,90.98,51.3,75.59,364.07,2005-06-03 05:00:00
92.21,87.16,53.57,14.89,90.98,82.06,40.13,46.42,98.92,60.14,414.42,2005-06-03 06:00:00
16.94,16.36,6.49,58.78,2.69,81.69,31.83,34.24,76.08,10.57,228.95,2005-06-03 07:00:00
52.83,36.99,10.09,29.74,62.89,66.32,12.62,93.86,18.34,66.32,262.62,2005-06-03 08:00:00
32.54,70.27,81.32,8.07,79.7,12.1,51.89,33.8,30.71,15.22,281.51,2005-06-03 09:00:00
67.66,30.27,50.55,1.51,60.43,67.72,6.23,53.25,71.43,14.16,240.12,2005-06-03 10:00:00
4.38,19.35,35.17,42.66,7.28,97.93,68.94,13.37,79.75,31.99,292.28,2005-06-03 11:00:00
37.51,7.25,42.29,7.78,68.03,34.34,29.63,64.83,68.81,63.88,266.97,2005-06-03 12:00:00
78.87,63.83,94.51,56.62,88.49,96.12,16.37,67.68,65.61,86.95,456.79,2005-06-03 13:00:00
33.7,39.4,4.72,76.63,26.63,92.9,66.3,33.26,81.84,81.73,357.03,2005-06-03 14:00:00
16.16,54.19,1.01,34.41,69.44,33.01,13.4,57.73,96.15,41.29,264.52,2005-06-03 15:00:00
91.8,90.55,66.85,7.04,65.38,59.1,58.14,33.84,75.06,88.3,394.19,2005-06-03 16:00:00
67.48,14.79,78.46,15.65,79.99,60.78,34.27,56.66,82.33,51.17,318.78,2005-06-03 17:00:00
47.65,21.23,36.59,51.98,11.43,71.25,89.49,79.04,48.64,0.82,318.43,2005-06-03 18:00:00
45.62,12.38,74.2,12.7,12.32,51.3,24.1,24.15,95.96,29.4,236.29,2005-06-03 19:00:00
91.93,23.26,89.84,20.35,17.47,27.76,42.17,20.87,61.64,46.82,264.32,2005-06-03 20:00:00
53.89,66.47,46.2,9.44,35.34,51.78,17.89,49.28,12.32,35.24,238.95,2005-06-03 21:00:00
83.89,4.7,3.65,39.92,91.46,61.45,68.72,55.66,77.51,40.76,330.02,2005-06-03 22:00:00
74.9,93.42,34.5,41.07,17.5,11.77,74.97,58.81,71.59,16.81,292.13,2005-06-03 23:00:00
75.72,31.4,61.99,84.75,61.54,17.13,50.01,25.31,55.28,7.9,304.13,2005-06-04 00:00:00
98.24,62.03,38.16,34.49,58.09,67.21,23.44,55.1,85.68,81.03,356.43,2005-06-04 01:00:00
18.45,38.32,79.08,30.91,76.88,70.93,18.27,69.69,83.72,90.72,382.32,2005-06-04 02:00:00
24.49,99.69,49.03,25.15,72.19,71.29,61.42,14.48,3.2,73.53,349.72,2005-06-04 03:00:00
34.91,9.77,93.12,92.63,64.23,24.27,98.46,24.11,1.06,89.95,379.65,2005-06-04 04:00:00
19.61,62.98,23.83,44.69,40.31,37.5,31.78,1.52,21.46,99.42,249.76,2005-06-04 05:00:00
0.77,7.19,3.23,51.41,3.69,53.65,32.64,87.77,35.9,81.99,228.82,2005-06-04 06:00:00
70.45,96.95,44.25,95.47,64.67,38.27,48.99,73.03,88.5,40.59,433.27,2005-06-04 07:00:00
94.29,47.83,77.04,90.76,21.99,20.09,68.19,63.21,82.84,54.15,370.45,2005-06-04 08:00:00
72.66,17.0,54.53,1.02,68.19,97.06,17.54,13.67,47.36,44.64,303.53,2005-06-04 09:00:00
44.28,29.04,13.82,92.29,34.86,40.72,42.14,12.78,19.8,1.28,240.42,2005-06-04 10:00:00
49.73,55.43,21.35,42.3,69.1,25.93,36.72,70.41,59.68,50.62,285.2,2005-06-04 11:00:00
86.82,7.04,52.61,69.97,27.61,28.76,49.86,34.09,42.39,69.1,278.98,2005-06-04 12:00:00
37.29,2.75,9.32,50.57,93.51,28.54,2.39,81.39,77.18,87.11,274.75,2005-06-04 13:00:00
46.62,7.57,14.78,96.04,85.6,60.67,5.18,6.66,18.31,65.88,274.2,2005-06-04 14:00:00
97.28,57.94,83.8,76.59,26.21,58.3,70.74,32.22,61.07,12.94,369.86,2005-06-04 15:00:00
80.08,31.08,30.47,72.95,78.45,73.0,33.26,92.05,59.51,35.95,395.92,2005-06-04 16:00:00
34.66,7.89,16.72,65.35,31.46,25.79,0.51,84.39,27.18,30.72,194.56,2005-06-04 17:00:00
99.4,47.86,53.69,5.89,50.79,42.58,87.01,52.29,86.92,75.48,353.16,2005-06-04 18:00:00
1.26,97.3,7.32,3.5,31.01,42.42,22.33,49.72,96.79,55.55,249.69,2005-06-04 19:00:00
11.18,91.19,11.0,45.75,46.17,72.82,67.97,61.65,63.65,76.05,370.71,2005-06-04 20:00:00
17.22,97.64,54.56,72.15,57.89,87.54,58.72,9.56,87.37,10.23,401.36,2005-06-04 21:00:00
52.16,20.18,12.1,12.22,86.59,34.58,35.3,68.53,83.17,81.94,282.49,2005-06-04 22:00:00
64.77,71.78,61.58,83.18,34.46,23.8,19.67,60.36,23.71,13.0,284.91,2005-06-04 23:00:00
96.45,37.8,89.41,70.44,34.84,14.21,84.16,89.16,18.27,62.85,353.78,2005-06-05 00:00:00
56.29,92.83,64.77,27.07,71.57,52.8,34.73,60.77,96.23,81.74,372.16,2005-06-05 01:00:00
74.24,7.64,12.08,61.23,3.17,64.26,30.19,16.09,4.62,21.15,175.0,2005-06-05 02:00:00
69.59,44.95,3.28,6.91,58.37,83.72,59.61,38.51,43.65,40.0,295.29,2005-06-05 03:00:00
89.68,15.27,38.16,30.83,58.92,69.21,51.74,99.15,25.42,1.85,288.81,2005-06-05 04:00:00
72.35,24.48,97.07,80.36,62.61,70.44,79.97,68.44,31.41,50.63,434.04,2005-06-05 05:00:00
31.42,70.27,0.83,38.56,15.86,94.94,71.93,50.34,24.22,1.92,270.87,2005-06-05 06:00:00
75.57,49.63,8.95,57.51,4.0,43.32,43.98,86.37,98.74,14.4,251.26,2005-06-05 07:00:00
70.21,87.17,43.01,32.66,2.0,56.35,18.05,7.43,0.41,96.1,233.02,2005-06-05 08:00:00
85.8,96.23,94.17,62.53,60.62,84.71,94.66,58.94,11.99,13.16,453.54,2005-06-05 09:00:00
65.99,8.08,61.17,96.39,0.33,18.57,94.45,48.89,28.68,24.88,285.19,2005-06-05 10:00:00
86.39,42.96,63.57,30.99,54.5,79.6,33.86,39.78,44.33,59.89,327.68,2005-06-05 11:00:00
30.42,44.57,54.79,35.46,0.7,26.99,81.59,28.35,82.23,40.9,278.87,2005-06-05 12:00:00
86.63,37.54,29.24,23.76,30.27,19.83,75.05,98.18,39.72,33.32,254.81,2005-06-05 13:00:00
63.76,43.05,4.81,34.44,80.02,6.87,25.87,97.48,28.31,85.15,269.65,2005-06-05 14:00:00
89.91,68.18,47.44,95.55,96.35,63.62,74.55,88.07,10.72,56.52,461.06,2005-06-05 15:00:00
86.36,91.31,99.96,73.29,20.92,63.43,98.95,58.76,38.56,27.13,438.35,2005-06-05 16:00:00
34.91,73.6,21.04,64.09,62.69,26.41,50.43,86.64,79.53,58.61,357.31,2005-06-05 17:00:00
66.72,3.5,8.93,37.48,38.37,29.79,65.06,60.7,68.45,23.1,241.58,2005-06-05 18:00:00
0.27,96.72,77.26,45.7,4.38,19.91,5.3,47.72,21.72,53.86,240.76,2005-06-05 19:00:00
6.2,71.08,10.07,30.95,64.52,10.76,97.85,19.12,3.61,66.86,283.33,2005-06-05 20:00:00
38.15,96.73,8.73,35.5,59.33,54.43,48.81,38.39,83.47,13.81,310.46,2005-06-05 21:00:00
50.14,57.24,88.48,28.25,27.38,80.99,27.69,5.39,52.23,75.9,333.73,2005-06-05 22:00:00
15.35,76.2,35.45,94.85,8.7,31.53,21.01,89.69,27.92,26.56,261.6,2005-06-05 23:00:00
70.47,94.91,59.02,94.19,65.8,19.71,74.46,29.64,30.88,80.88,405.06,2005-06-06 00:00:00
25.88,33.33,98.72,17.0,63.21,39.46,31.97,13.3,53.25,56.99,313.88,2005-06-06 01:00:00
68.79,78.8,41.27,53.86,6.52,41.72,13.19,0.07,5.97,2.47,186.05,2005-06-06 02:00:00
39.23,38.43,19.9,46.52,7.95,29.18,4.54,0.67,58.7,71.73,172.68,2005-06-06 03:00:00
25.86,69.27,62.79,77.55,20.54,48.08,21.09,87.07,64.55,8.53,321.63,2005-06-06 04:00:00
36.59,3.84,98.48,82.33,35.29,38.43,36.95,65.75,34.82,21.24,310.77,2005-06-06 05:00:00
26.8,79.56,10.29,43.01,39.58,55.7,6.07,3.36,69.46,52.31,248.89,2005-06-06 06:00:00
12.13,38.51,52.4,35.32,11.4,15.05,24.53,0.12,72.87,68.66,207.33,2005-06-06 07:00:00
88.12,11.44,61.57,72.2,60.72,35.58,32.61,13.84,97.14,11.1,299.89,2005-06-06 08:00:00
68.25,88.54,90.02,92.44,65.98,13.05,52.0,43.84,67.17,45.85,394.35,2005-06-06 09:00:00
82.22,41.2,75.38,95.15,72.69,76.28,71.09,84.05,29.17,99.21,470.01,2005-06-06 10:00:00
79.58,75.79,8.95,33.31,25.34,11.19,91.4,61.01,89.69,53.24,307.09,2005-06-06 11:00:00
91.07,92.61,65.24,50.1,22.16,91.41,77.97,33.55,66.73,61.11,410.38,2005-06-06 12:00:00
10.76,93.11,0.59,82.81,51.14,82.57,55.57,15.33,47.37,87.88,365.05,2005-06-06 13:00:00
22.96,11.98,41.45,81.1,70.55,99.67,88.03,17.14,78.79,71.81,418.46,2005-06-06 14:00:00
19.55,78.03,24.26,45.55,27.74,45.12,30.2,65.91,80.21,1.86,262.43,2005-06-06 15:00:00
40.26,14.54,1.94,98.32,67.37,45.23,43.1,84.09,57.07,74.9,329.47,2005-06-06 16:00:00
92.04,88.36,9.5,48.6,63.35,46.32,29.02,91.64,89.86,84.19,362.07,2005-06-06 17:00:00
93.34,74.3,38.98,49.77,82.4,91.06,67.05,58.11,89.28,75.0,459.16,2005-06-06 18:00:00
91.32,88.3,32.88,13.09,70.22,93.38,90.95,92.0,87.11,43.83,411.16,2005-06-06 19:00:00
93.66,63.71,83.03,29.91,50.0,11.75,15.42,80.72,94.39,52.77,308.63,2005-06-06 20:00:00
48.58,94.22,83.12,18.27,4.18,95.02,54.04,64.64,53.09,73.86,383.4,2005-06-06 21:00:00
89.75,99.38,36.36,51.95,88.35,43.57,35.9,96.89,73.19,50.7,385.12,2005-06-06 22:00:00
79.59,31.9,58.92,71.07,71.6,19.58,99.47,75.4,74.3,58.59,401.0,2005-06-06 23:00:00
34.28,48.86,42.59,11.46,92.48,50.76,4.31,41.95,42.06,8.66,249.46,2005-06-07 00:00:00
19.58,7.78,16.03,11.45,90.24,77.6,87.29,13.85,66.93,90.17,347.69,2005-06-07 01:00:00
95.33,5.83,37.91,36.35,18.71,15.44,37.1,71.18,73.07,57.72,232.76,2005-06-07 02:00:00
78.59,70.38,79.55,97.48,57.95,76.65,83.33,91.29,54.52,91.89,486.94,2005-06-07 03:00:00
53.9,69.31,34.81,98.5,21.74,25.8,25.17,42.1,76.8,98.42,313.32,2005-06-07 04:00:00
61.76,61.76,52.77,90.2,33.18,18.99,22.89,86.0,16.97,49.95,287.06,2005-06-07 05:00:00
32.17,18.33,57.22,85.52,31.96,11.97,62.3,73.98,55.91,11.75,283.61,2005-06-07 06:00:00
0.47,8.62,92.27,57.75,37.28,18.31,69.9,76.43,80.75,1.84,306.36,2005-06-07 07:00:00
77.0,15.98,79.67,15.11,24.49,77.79,62.91,3.48,16.57,23.1,276.69,2005-06-07 08:00:00
84.33,61.4,18.43,25.53,45.49,8.37,41.3,79.33,39.55,78.58,247.13,2005-06-07 09:00:00
62.46,40.44,89.34,44.15,73.48,79.95,91.59,27.76,20.11,44.81,424.94,2005-06-07 10:00:00
87.52,32.95,27.34,3.56,70.05,69.98,83.44,49.58,89.04,8.6,322.65,2005-06-07 11:00:00
56.31,47.68,89.75,90.83,97.64,35.22,37.97,19.27,74.27,83.32,410.67,2005-06-07 12:00:00
85.22,99.04,56.21,21.44,60.12,36.26,33.38,70.04,20.31,54.5,301.45,2005-06-07 13:00:00
14.11,89.09,8.87,93.2,99.96,23.54,9.27,3.16,14.57,91.52,291.26,2005-06-07 14:00:00
73.0,9.21,96.14,65.5,92.97,71.34,37.56,6.74,1.64,60.98,360.38,2005-06-07 15:00:00
50.27,57.99,96.38,90.34,35.69,31.85,28.41,94.06,90.82,93.7,393.75,2005-06-07 16:00:00
23.18,46.98,35.51,32.29,9.64,84.03,29.71,35.12,60.59,92.61,294.2,2005-06-07 17:00:00
72.42,64.29,9.57,62.37,26.63,63.94,32.74,7.66,84.46,55.47,296.9,2005-06-07 18:00:00
28.11,35.73,61.79,67.95,48.68,52.58,10.66,14.69,21.01,53.03,259.48,2005-06-07 19:00:00
41.98,57.09,17.28,96.8,61.52,12.81,37.03,98.02,96.64,7.01,301.43,2005-06-07 20:00:00
83.09,64.19,18.51,83.33,63.97,11.33,84.8,75.92,0.73,25.45,329.44,2005-06-07 21:00:00
26.94,45.94,23.04,82.77,70.18,3.01,70.7,95.13,49.39,18.21,301.65,2005-06-07 22:00:00
88.04,65.94,42.8,41.22,28.21,10.63,87.21,98.32,94.6,16.93,332.31,2005-06-07 23:00:00
41.9,29.19,34.3,32.31,92.94,94.7,4.05,53.6,66.19,24.58,301.0,2005-06-08 00:00:00
6.13,7.51,73.78,36.51,56.42,31.66,81.5,9.34,1.53,44.13,280.66,2005-06-08 01:00:00
40.36,1.67,82.91,53.82,84.06,45.77,61.96,2.79,78.36,6.26,338.33,2005-06-08 02:00:00
27.27,46.95,25.17,5.89,70.48,39.49,73.98,23.91,47.29,35.46,271.03,2005-06-08 03:00:00
43.52,97.29,39.92,51.49,95.96,4.94,31.86,20.4,45.2,11.89,270.54,2005-06-08 04:00:00
46.05,29.12,96.8,15.99,46.45,68.57,60.3,33.12,26.67,41.03,315.71,2005-06-08 05:00:00
7.0,34.15,59.75,98.87,63.22,94.67,0.54,77.31,46.4,61.82,369.04,2005-06-08 06:00:00
35.83,29.4,35.14,59.85,61.76,55.21,40.7,78.3,79.68,72.16,340.94,2005-06-08 07:00:00
17.25,36.87,91.03,46.67,52.22,82.07,93.84,93.63,25.51,7.28,371.69,2005-06-08 08:00:00
51.92,69.72,76.82,66.59,8.87,33.44,0.6,79.33,8.55,60.11,251.13,2005-06-08 09:00:00
34.36,46.15,29.24,73.9,33.12,71.56,38.35,40.84,54.53,43.51,303.64,2005-06-08 10:00:00
59.11,91.78,36.18,71.01,87.35,8.2,55.8,11.87,78.77,37.1,339.56,2005-06-08 11:00:00
51.16,53.25,58.34,97.96,51.18,75.01,97.66,76.36,83.38,4.45,437.17,2005-06-08 12:00:00
18.87,67.88,90.18,6.32,80.95,18.64,44.54,84.39,17.15,65.53,327.99,2005-06-08 13:00:00
82.95,62.68,2.79,65.52,18.28,17.99,39.14,77.27,9.74,48.66,220.69,2005-06-08 14:00:00
88.92,48.24,31.15,27.84,98.82,10.78,41.17,74.96,30.71,84.43,308.2,2005-06-08 15:00:00
61.57,46.09,92.51,37.47,96.57,7.23,3.93,8.18,8.5,23.21,256.38,2005-06-08 16:00:00
40.74,81.14,39.06,12.66,3.1,55.77,23.13,36.1,24.2,40.55,221.52,2005-06-08 17:00:00
97.31,97.31,71.3,23.65,85.39,1.07,51.47,87.7,41.87,24.52,338.09,2005-06-08 18:00:00
62.61,81.83,66.93,25.27,12.54,27.38,14.35,95.85,36.8,96.75,275.32,2005-06-08 19:00:00
57.64,69.05,90.98,99.36,94.91,44.75,69.27,38.84,63.03,52.22,466.94,2005-06-08 20:00:00
1.86,86.59,35.65,44.91,34.48,48.32,49.64,63.24,37.57,22.81,283.28,2005-06-08 21:00:00
39.69,32.15,56.82,72.64,71.69,89.16,20.54,50.33,62.43,51.55,366.17,2005-06-08 22:00:00
64.07,85.73,9.2,37.28,50.54,52.32,1.22,57.7,69.59,38.96,267.46,2005-06-08 23:00:00
91.33,68.04,63.03,20.52,98.11,46.51,3.51,7.41,33.6,4.13,263.37,2005-06-09 00:00:00
16.85,67.79,34.26,41.19,95.27,64.56,29.18,34.08,94.55,44.59,357.24,2005-06-09 01:00:00
43.73,27.48,32.08,75.83,81.28,24.36,93.88,31.79,71.01,61.87,357.46,2005-06-09 02:00:00
2.97,86.13,63.12,57.94,55.22,66.51,8.25,75.75,30.54,42.16,339.98,2005-06-09 03:00:00
4.13,13.76,80.7,36.66,72.73,37.32,86.83,49.03,32.2,78.92,349.34,2005-06-09 04:00:00
56.88,56.38,72.26,98.79,37.14,53.33,29.62,38.79,6.23,39.87,310.61,2005-06-09 05:00:00
19.51,60.88,4.3,12.88,53.73,40.95,40.88,54.15,23.13,14.41,226.6,2005-06-09 06:00:00
8.63,87.96,77.45,37.15,27.54,51.91,8.48,91.76,57.63,93.11,350.32,2005-06-09 07:00:00
94.56,54.53,49.76,30.28,81.87,94.68,17.65,78.38,18.28,17.87,333.38,2005-06-09 08:00:00
26.27,69.18,7.01,31.98,52.49,79.67,33.35,49.81,62.92,25.63,289.59,2005-06-09 09:00:00
92.99,36.18,74.74,66.72,64.17,40.84,86.56,78.38,56.39,31.31,383.28,2005-06-09 10:00:00
55.91,8.68,54.18,69.94,92.12,71.81,23.43,5.17,28.55,39.69,301.97,2005-06-09 11:00:00
1.42,94.6,58.54,94.51,34.75,71.77,64.18,24.45,27.36,40.4,377.33,2005-06-09 12:00:00
19.44,32.96,57.11,24.38,28.71,89.61,47.18,70.84,26.95,59.59,311.59,2005-06-09 13:00:00
68.34,30.33,43.76,84.28,70.38,89.4,18.51,67.31,1.54,24.1,304.24,2005-06-09 14:00:00
5.86,75.69,50.53,50.42,40.63,5.72,76.21,71.69,71.59,99.42,357.88,2005-06-09 15:00:00
83.83,26.69,14.56,44.97,83.29,15.83,77.59,93.94,13.86,68.31,291.83,2005-06-09 16:00:00
21.49,99.57,89.14,37.14,4.39,4.51,49.24,95.75,84.63,47.88,308.16,2005-06-09 17:00:00
21.65,6.63,38.49,81.64,48.51,47.4,47.6,21.13,81.15,75.32,314.4,2005-06-09 18:00:00
29.91,18.38,78.89,97.73,13.88,15.93,59.03,48.27,15.2,60.0,296.37,2005-06-09 19:00:00
2.29,49.32,11.59,38.01,98.31,36.82,34.92,43.42,55.23,1.0,267.62,2005-06-09 20:00:00
81.63,29.72,84.69,14.06,43.08,98.79,19.28,51.19,32.16,64.75,322.47,2005-06-09 21:00:00
7.21,80.53,63.76,86.84,76.05,13.68,86.86,39.13,49.04,6.05,361.3,2005-06-09 22:00:00
22.69,29.08,80.52,47.5,36.4,94.86,23.72,48.18,25.87,23.41,310.13,2005-06-09 23:00:00
88.62,56.28,0.01,14.75,88.04,6.22,89.34,20.55,98.16,62.34,320.49,2005-06-10 00:00:00
98.09,51.62,78.33,27.4,15.59,10.48,33.2,38.59,32.0,96.09,256.76,2005-06-10 01:00:00
13.93,20.15,20.39,73.21,66.72,17.71,2.59,3.96,24.33,75.58,218.78,2005-06-10 02:00:00
89.68,90.28,43.23,82.17,71.84,7.21,92.14,54.26,46.28,58.65,368.87,2005-06-10 03:00:00
17.72,15.97,43.58,57.41,5.71,8.52,94.02,35.69,10.9,14.86,224.69,2005-06-10 04:00:00
39.58,84.75,34.58,73.48,29.13,44.57,24.62,73.33,78.68,45.99,329.62,2005-06-10 05:00:00
71.63,32.06,45.95,87.58,4.66,45.69,5.53,43.23,52.11,75.57,267.93,2005-06-10 06:00:00
30.59,78.21,5.81,22.86,60.48,0.76,64.1,71.89,84.22,76.31,299.51,2005-06-10 07:00:00
93.42,53.05,74.29,81.16,63.45,93.04,47.32,22.52,26.49,35.88,382.58,2005-06-10 08:00:00
73.66,55.66,93.47,89.85,45.75,39.59,97.05,48.13,99.12,23.67,438.02,2005-06-10 09:00:00
89.05,26.94,64.3,99.91,57.33,82.81,24.88,56.44,46.67,37.41,379.18,2005-06-10 10:00:00
6.15,74.28,97.67,62.29,7.66,66.56,99.84,75.09,42.33,97.86,439.89,2005-06-10 11:00:00
